z	 OMzt	 OMbzt	 DOM1zt	 DOM2zt	 O2zt	 NO3zt	 NH4zt	 NH3zt	 FeOH3zt	 FeOOHzt	 Fe2zt	 SO4zt	 H2Szt	 HSzt	 PO4zt	 PO4adsazt	 PO4adsbzt	 S0zt	 S8zt	 FeSzt	 FeS2zt	 AlOH3zt	 Ca2zt	 Ca3PO42zt	 OMSzt	 Hzt	 OHzt	 CO2zt	 CO3zt	 HCO3zt	 H2CO3zt
26.471	3.18E-05	0.77848	0.00016423	0.016777	0	0	0.2212	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012487	0.00027291	1.26E-19	2.31E-102	1.18E-08	0.00029394	2.9644e-323	9.79E-56	8.7926	0.0070081	0.017819	0.35159	0.0072746	1.83E-06	0.032053	2.31E-05	0.72618	1.14E-15
26.588	3.18E-05	0.77827	0.00016414	0.016748	0	0	0.22117	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012481	0.00027204	1.25E-19	2.31E-102	1.18E-08	0.00029416	2.9644e-323	9.79E-56	8.7926	0.007007	0.017828	0.35184	0.0072746	1.83E-06	0.032069	2.31E-05	0.7262	1.14E-15
26.706	3.18E-05	0.77807	0.00016406	0.01672	0	0	0.22114	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012475	0.0002712	1.25E-19	2.31E-102	1.18E-08	0.00029437	2.9644e-323	9.80E-56	8.7927	0.0070059	0.017836	0.35209	0.0072746	1.83E-06	0.032085	2.31E-05	0.72622	1.14E-15
26.824	3.17E-05	0.77787	0.00016398	0.016693	0	0	0.22112	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012469	0.00027039	1.24E-19	2.32E-102	1.18E-08	0.00029457	2.9644e-323	9.81E-56	8.7927	0.0070049	0.017845	0.35232	0.0072746	1.83E-06	0.032099	2.31E-05	0.72623	1.14E-15
26.941	3.17E-05	0.77768	0.0001639	0.016667	0	0	0.22109	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012463	0.00026961	1.24E-19	2.32E-102	1.18E-08	0.00029477	2.9644e-323	9.82E-56	8.7928	0.0070038	0.017853	0.35254	0.0072746	1.83E-06	0.032114	2.31E-05	0.72625	1.14E-15
27.059	3.17E-05	0.7775	0.00016383	0.016641	0	0	0.22107	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012458	0.00026885	1.23E-19	2.32E-102	1.18E-08	0.00029496	2.9644e-323	9.83E-56	8.7928	0.0070028	0.01786	0.35276	0.0072746	1.83E-06	0.032127	2.31E-05	0.72626	1.14E-15
27.176	3.17E-05	0.77733	0.00016376	0.016617	0	0	0.22105	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012452	0.00026813	1.23E-19	2.32E-102	1.18E-08	0.00029514	2.9644e-323	9.83E-56	8.7928	0.0070019	0.017868	0.35297	0.0072746	1.83E-06	0.03214	2.31E-05	0.72627	1.14E-15
27.294	3.17E-05	0.77716	0.00016369	0.016593	0	0	0.22103	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012447	0.00026744	1.23E-19	2.32E-102	1.18E-08	0.00029531	2.9644e-323	9.84E-56	8.7928	0.0070009	0.017875	0.35317	0.0072746	1.83E-06	0.032153	2.31E-05	0.72629	1.14E-15
27.412	3.17E-05	0.777	0.00016363	0.016571	0	0	0.22101	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012442	0.00026677	1.22E-19	2.32E-102	1.18E-08	0.00029548	2.9644e-323	9.85E-56	8.7929	0.007	0.017881	0.35336	0.0072746	1.83E-06	0.032165	2.31E-05	0.7263	1.14E-15
27.529	3.17E-05	0.77685	0.00016357	0.016549	0	0	0.221	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012438	0.00026614	1.22E-19	2.33E-102	1.18E-08	0.00029563	2.9644e-323	9.85E-56	8.7929	0.0069991	0.017888	0.35354	0.0072746	1.83E-06	0.032176	2.31E-05	0.72631	1.14E-15
27.647	3.17E-05	0.7767	0.00016351	0.016528	0	0	0.22098	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012433	0.00026553	1.22E-19	2.33E-102	1.18E-08	0.00029579	2.9644e-323	9.86E-56	8.7929	0.0069983	0.017894	0.35371	0.0072746	1.83E-06	0.032187	2.31E-05	0.72633	1.14E-15
27.765	3.17E-05	0.77657	0.00016346	0.016508	0	0	0.22097	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012429	0.00026496	1.21E-19	2.33E-102	1.18E-08	0.00029593	2.9644e-323	9.87E-56	8.793	0.0069975	0.017899	0.35388	0.0072746	1.83E-06	0.032197	2.31E-05	0.72634	1.14E-15
27.882	3.17E-05	0.77644	0.0001634	0.016489	0	0	0.22095	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012425	0.00026441	1.21E-19	2.33E-102	1.18E-08	0.00029606	2.9644e-323	9.87E-56	8.793	0.0069967	0.017905	0.35403	0.0072746	1.83E-06	0.032206	2.31E-05	0.72635	1.14E-15
28	3.17E-05	0.77632	0.00016335	0.016471	0	0	0.22094	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012421	0.0002639	1.21E-19	2.33E-102	1.18E-08	0.00029619	2.9644e-323	9.88E-56	8.793	0.006996	0.01791	0.35418	0.0072746	1.83E-06	0.032215	2.31E-05	0.72636	1.14E-15
28.118	3.17E-05	0.7762	0.00016331	0.016454	0	0	0.22093	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012418	0.00026341	1.20E-19	2.33E-102	1.19E-08	0.00029631	2.9644e-323	9.88E-56	8.793	0.0069953	0.017915	0.35432	0.0072746	1.83E-06	0.032224	2.31E-05	0.72637	1.14E-15
28.235	3.17E-05	0.77609	0.00016327	0.016438	0	0	0.22092	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012414	0.00026295	1.20E-19	2.33E-102	1.19E-08	0.00029643	2.9644e-323	9.89E-56	8.793	0.0069946	0.01792	0.35445	0.0072746	1.83E-06	0.032232	2.31E-05	0.72638	1.14E-15
28.353	3.17E-05	0.77599	0.00016323	0.016423	0	0	0.22091	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012411	0.00026253	1.20E-19	2.33E-102	1.19E-08	0.00029653	2.9644e-323	9.89E-56	8.793	0.006994	0.017924	0.35457	0.0072746	1.83E-06	0.03224	2.31E-05	0.72638	1.14E-15
28.471	3.17E-05	0.7759	0.00016319	0.016409	0	0	0.2209	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012408	0.00026213	1.19E-19	2.34E-102	1.19E-08	0.00029663	2.9644e-323	9.89E-56	8.7931	0.0069934	0.017928	0.35468	0.0072746	1.83E-06	0.032246	2.31E-05	0.72639	1.14E-15
28.588	3.17E-05	0.77581	0.00016315	0.016396	0	0	0.22089	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012405	0.00026176	1.19E-19	2.34E-102	1.19E-08	0.00029672	2.9644e-323	9.90E-56	8.7931	0.0069929	0.017931	0.35479	0.0072746	1.83E-06	0.032253	2.31E-05	0.7264	1.14E-15
28.706	3.17E-05	0.77573	0.00016312	0.016384	0	0	0.22089	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012403	0.00026142	1.19E-19	2.34E-102	1.19E-08	0.0002968	2.9644e-323	9.90E-56	8.7931	0.0069924	0.017935	0.35488	0.0072746	1.83E-06	0.032259	2.31E-05	0.72641	1.14E-15
28.824	3.17E-05	0.77566	0.00016309	0.016373	0	0	0.22088	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012401	0.00026111	1.19E-19	2.34E-102	1.19E-08	0.00029688	2.9644e-323	9.90E-56	8.7931	0.0069919	0.017938	0.35497	0.0072746	1.83E-06	0.032264	2.31E-05	0.72641	1.14E-15
28.941	3.17E-05	0.77559	0.00016307	0.016363	0	0	0.22087	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012399	0.00026083	1.19E-19	2.34E-102	1.19E-08	0.00029695	2.9644e-323	9.91E-56	8.7931	0.0069915	0.017941	0.35505	0.0072746	1.83E-06	0.032269	2.31E-05	0.72642	1.14E-15
29.059	3.17E-05	0.77554	0.00016304	0.016354	0	0	0.22087	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012397	0.00026058	1.18E-19	2.34E-102	1.19E-08	0.00029701	2.9644e-323	9.91E-56	8.7931	0.0069911	0.017943	0.35512	0.0072746	1.83E-06	0.032273	2.31E-05	0.72642	1.14E-15
29.176	3.17E-05	0.77548	0.00016302	0.016346	0	0	0.22087	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012395	0.00026036	1.18E-19	2.34E-102	1.19E-08	0.00029706	2.9644e-323	9.91E-56	8.7931	0.0069908	0.017945	0.35518	0.0072746	1.83E-06	0.032277	2.31E-05	0.72643	1.14E-15
29.294	3.17E-05	0.77544	0.00016301	0.016339	0	0	0.22086	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012394	0.00026017	1.18E-19	2.34E-102	1.19E-08	0.00029711	2.9644e-323	9.91E-56	8.7931	0.0069905	0.017947	0.35524	0.0072746	1.83E-06	0.032281	2.31E-05	0.72643	1.14E-15
29.412	3.17E-05	0.7754	0.00016299	0.016333	0	0	0.22086	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012392	0.00026001	1.18E-19	2.34E-102	1.19E-08	0.00029715	2.9644e-323	9.92E-56	8.7931	0.0069902	0.017949	0.35528	0.0072746	1.83E-06	0.032283	2.31E-05	0.72643	1.14E-15
29.529	3.17E-05	0.77537	0.00016298	0.016328	0	0	0.22086	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012392	0.00025988	1.18E-19	2.34E-102	1.19E-08	0.00029718	2.9644e-323	9.92E-56	8.7931	0.00699	0.01795	0.35532	0.0072746	1.83E-06	0.032286	2.31E-05	0.72644	1.14E-15
29.647	3.17E-05	0.77535	0.00016297	0.016325	0	0	0.22085	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012391	0.00025977	1.18E-19	2.34E-102	1.19E-08	0.00029721	2.9644e-323	9.92E-56	8.7931	0.0069899	0.017951	0.35535	0.0072746	1.83E-06	0.032287	2.31E-05	0.72644	1.14E-15
29.765	3.17E-05	0.77533	0.00016296	0.016322	0	0	0.22085	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.01239	0.0002597	1.18E-19	2.34E-102	1.19E-08	0.00029723	2.9644e-323	9.92E-56	8.7931	0.0069897	0.017952	0.35537	0.0072746	1.83E-06	0.032289	2.31E-05	0.72644	1.14E-15
29.882	3.17E-05	0.77532	0.00016296	0.01632	0	0	0.22085	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.01239	0.00025965	1.18E-19	2.34E-102	1.19E-08	0.00029724	2.9644e-323	9.92E-56	8.7931	0.0069897	0.017952	0.35538	0.0072746	1.83E-06	0.032289	2.31E-05	0.72644	1.14E-15
30	3.16E-05	0.77532	0.00016296	0.01632	0	0	0.22085	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.01239	0.00025964	1.18E-19	2.34E-102	1.19E-08	0.00029724	2.9644e-323	9.92E-56	8.7931	0.0069897	0.017952	0.35539	0.0072746	1.83E-06	0.03229	2.31E-05	0.72644	1.14E-15
